"Date","DISVX"
"2003-09-10",13800.8
"2003-09-11",13787.65
"2003-09-12",13919.09
"2003-09-15",13919.09
"2003-09-16",13971.67
"2003-09-17",14076.81
"2003-09-18",14155.68
"2003-09-19",14300.26
"2003-09-22",14339.69
"2003-09-23",14352.83
"2003-09-24",14352.83
"2003-09-25",14247.68
"2003-09-26",14168.82
"2003-09-29",14221.39
"2003-09-30",14273.97
"2003-10-01",14365.97
"2003-10-02",14510.55
"2003-10-03",14641.99
"2003-10-06",14733.99
"2003-10-07",14812.86
"2003-10-08",14865.43
"2003-10-09",14891.72
"2003-10-10",15010.01
"2003-10-13",14996.87
"2003-10-14",15023.15
"2003-10-15",15049.44
"2003-10-16",15154.59
"2003-10-17",15141.45
"2003-10-20",15180.88
"2003-10-21",15246.6
"2003-10-22",15233.45
"2003-10-23",14865.43
"2003-10-24",14944.29
"2003-10-27",14996.87
"2003-10-28",15049.44
"2003-10-29",15154.59
"2003-10-30",15180.88
"2003-10-31",15088.87
"2003-11-03",15023.15
"2003-11-04",15180.88
"2003-11-05",15141.45
"2003-11-06",15088.87
"2003-11-07",15154.59
"2003-11-10",15194.02
"2003-11-11",14970.58
"2003-11-12",15088.87
"2003-11-13",15154.59
"2003-11-14",15128.3
"2003-11-17",14826
"2003-11-18",14839.14
"2003-11-19",14852.29
"2003-11-20",14747.14
"2003-11-21",14865.43
"2003-11-24",14865.43
"2003-11-25",14931.15
"2003-11-26",15115.16
"2003-11-28",15154.59
"2003-12-01",15286.03
"2003-12-02",15378.03
"2003-12-03",15443.75
"2003-12-04",15430.61
"2003-12-05",15443.75
"2003-12-08",15535.76
"2003-12-09",15496.32
"2003-12-10",15443.75
"2003-12-11",15456.89
"2003-12-12",15535.76
"2003-12-15",15535.76
"2003-12-16",15575.19
"2003-12-17",15522.61
"2003-12-18",15614.62
"2003-12-19",15548.9
"2003-12-22",15593.59
"2003-12-23",15620.5
"2003-12-24",15674.31
"2003-12-26",15741.59
"2003-12-29",15903.04
"2003-12-30",16024.13
"2003-12-31",16104.85
"2004-01-02",16239.4
"2004-01-05",16575.75
"2004-01-06",16575.75
"2004-01-07",16589.21
"2004-01-08",16737.21
"2004-01-09",16858.3
"2004-01-12",16912.11
"2004-01-13",16939.02
"2004-01-14",16992.84
"2004-01-15",16871.75
"2004-01-16",16817.93
"2004-01-20",17087.02
"2004-01-21",17275.38
"2004-01-22",17356.11
"2004-01-23",17356.11
"2004-01-26",17302.29
"2004-01-27",17288.84
"2004-01-28",17113.93
"2004-01-29",16965.93
"2004-01-30",17087.02
"2004-02-02",17154.29
"2004-02-03",17235.02
"2004-02-04",17100.47
"2004-02-05",17181.2
"2004-02-06",17409.92
"2004-02-09",17423.38
"2004-02-10",17463.74
"2004-02-11",17584.83
"2004-02-12",17719.37
"2004-02-13",17705.92
"2004-02-17",17921.19
"2004-02-18",17948.1
"2004-02-19",17746.28
"2004-02-20",17625.19
"2004-02-23",17679.01
"2004-02-24",17652.1
"2004-02-25",17544.47
"2004-02-26",17463.74
"2004-02-27",17611.74
"2004-03-01",17907.74
"2004-03-02",17665.56
"2004-03-03",17557.92
"2004-03-04",17652.1
"2004-03-05",17867.37
"2004-03-08",17800.1
"2004-03-09",17907.74
"2004-03-10",17557.92
"2004-03-11",17369.56
"2004-03-12",17463.74
"2004-03-15",17342.65
"2004-03-16",17557.92
"2004-03-17",17786.65
"2004-03-18",17921.19
"2004-03-19",17813.55
"2004-03-22",17665.56
"2004-03-23",17732.83
"2004-03-24",17773.19
"2004-03-25",17975.01
"2004-03-26",17907.74
"2004-03-29",18082.64
"2004-03-30",18109.55
"2004-03-31",18351.73
"2004-04-01",18513.18
"2004-04-02",18432.45
"2004-04-05",18351.73
"2004-04-06",18351.73
"2004-04-07",18499.73
"2004-04-08",18445.91
"2004-04-12",18567
"2004-04-13",18338.27
"2004-04-14",18190.28
"2004-04-15",18082.64
"2004-04-16",18257.55
"2004-04-19",18136.46
"2004-04-20",18136.46
"2004-04-21",18028.82
"2004-04-22",17961.55
"2004-04-23",18096.1
"2004-04-26",18123
"2004-04-27",18109.55
"2004-04-28",17894.28
"2004-04-29",17786.65
"2004-04-30",17705.92
"2004-05-03",17759.74
"2004-05-04",17948.1
"2004-05-05",18015.37
"2004-05-06",17719.37
"2004-05-07",17288.84
"2004-05-10",16629.57
"2004-05-11",16656.48
"2004-05-12",16925.57
"2004-05-13",16656.48
"2004-05-14",16575.75
"2004-05-17",16212.49
"2004-05-18",16333.58
"2004-05-19",16723.75
"2004-05-20",16737.21
"2004-05-21",16979.39
"2004-05-24",17046.66
"2004-05-25",17248.47
"2004-05-26",17261.93
"2004-05-27",17490.65
"2004-05-28",17531.01
"2004-06-01",17598.29
"2004-06-02",17625.19
"2004-06-03",17450.29
"2004-06-04",17584.83
"2004-06-07",17907.74
"2004-06-08",17880.83
"2004-06-09",17690.89
"2004-06-10",17880.83
"2004-06-14",17677.33
"2004-06-15",17758.73
"2004-06-16",17785.86
"2004-06-17",17867.26
"2004-06-18",17921.53
"2004-06-21",17921.53
"2004-06-22",17935.09
"2004-06-23",17989.36
"2004-06-24",18111.46
"2004-06-25",18043.63
"2004-06-28",18206.43
"2004-06-29",18179.29
"2004-06-30",18328.53
"2004-07-01",18274.26
"2004-07-02",18355.66
"2004-07-06",18138.59
"2004-07-07",18287.83
"2004-07-08",18165.73
"2004-07-09",18314.96
"2004-07-12",18423.49
"2004-07-13",18342.09
"2004-07-14",18206.43
"2004-07-15",18084.33
"2004-07-16",18260.69
"2004-07-19",18260.69
"2004-07-20",18179.29
"2004-07-21",17880.83
"2004-07-22",18002.93
"2004-07-23",17785.86
"2004-07-26",17772.29
"2004-07-27",17636.63
"2004-07-28",17663.76
"2004-07-29",17623.06
"2004-07-30",17690.89
"2004-08-02",17785.86
"2004-08-03",17731.59
"2004-08-04",17636.63
"2004-08-05",17541.66
"2004-08-06",17677.33
"2004-08-09",17582.36
"2004-08-10",17690.89
"2004-08-11",17595.93
"2004-08-12",17514.53
"2004-08-13",17609.49
"2004-08-16",17663.76
"2004-08-17",17623.06
"2004-08-18",17663.76
"2004-08-19",17785.86
"2004-08-20",17799.43
"2004-08-23",17718.03
"2004-08-24",17704.46
"2004-08-25",17812.99
"2004-08-26",17826.56
"2004-08-27",17826.56
"2004-08-30",17772.29
"2004-08-31",17907.96
"2004-09-01",17975.79
"2004-09-02",18070.76
"2004-09-03",17840.13
"2004-09-07",18097.89
"2004-09-08",18111.46
"2004-09-09",18070.61
"2004-09-10",18261.25
"2004-09-13",18261.25
"2004-09-14",18329.34
"2004-09-15",18084.22
"2004-09-16",18193.17
"2004-09-17",18193.17
"2004-09-20",18165.93
"2004-09-21",18329.34
"2004-09-22",18179.55
"2004-09-23",18179.55
"2004-09-24",18206.78
"2004-09-27",18111.46
"2004-09-28",18179.55
"2004-09-29",18193.17
"2004-09-30",18383.81
"2004-10-01",18492.75
"2004-10-04",18438.28
"2004-10-05",18506.37
"2004-10-06",18560.84
"2004-10-07",18547.22
"2004-10-08",18724.25
"2004-10-11",18737.87
"2004-10-12",18588.08
"2004-10-13",18506.37
"2004-10-14",18465.52
"2004-10-15",18588.08
"2004-10-18",18588.08
"2004-10-19",18656.16
"2004-10-20",18656.16
"2004-10-21",18751.49
"2004-10-22",18792.34
"2004-10-25",18860.43
"2004-10-26",18928.52
"2004-10-27",18955.75
"2004-10-28",18969.37
"2004-10-29",18982.99
"2004-11-01",19010.22
"2004-11-02",19091.93
"2004-11-03",19309.81
"2004-11-04",19486.84
"2004-11-05",19650.25
"2004-11-08",19595.78
"2004-11-09",19609.4
"2004-11-10",19595.78
"2004-11-11",19691.11
"2004-11-12",19881.75
"2004-11-15",19949.84
"2004-11-16",19895.37
"2004-11-17",20099.63
"2004-11-18",20086.02
"2004-11-19",20167.72
"2004-11-22",20099.63
"2004-11-23",20222.19
"2004-11-24",20371.99
"2004-11-26",20549.02
"2004-11-29",20617.1
"2004-11-30",20644.34
"2004-12-01",20780.52
"2004-12-02",20794.13
"2004-12-03",20984.78
"2004-12-06",20957.55
"2004-12-07",20930.31
"2004-12-08",20712.43
"2004-12-09",20589.87
"2004-12-10",20494.55
"2004-12-13",20657.96
"2004-12-14",20657.96
"2004-12-15",20916.69
"2004-12-16",20794.13
"2004-12-17",20821.37
"2004-12-20",21075.61
"2004-12-21",21089.71
"2004-12-22",21160.2
"2004-12-23",21301.17
"2004-12-27",21484.44
"2004-12-28",21540.82
"2004-12-29",21498.53
"2004-12-30",21681.8
"2004-12-31",21709.99
"2005-01-03",21569.02
"2005-01-04",21385.75
"2005-01-05",21329.36
"2005-01-06",21272.97
"2005-01-07",21287.07
"2005-01-10",21413.95
"2005-01-11",21512.63
"2005-01-12",21766.38
"2005-01-13",21752.29
"2005-01-14",21752.29
"2005-01-18",21865.06
"2005-01-19",21879.16
"2005-01-20",21752.29
"2005-01-21",21836.87
"2005-01-24",21935.55
"2005-01-25",21865.06
"2005-01-26",22175.21
"2005-01-27",22175.21
"2005-01-28",22161.11
"2005-01-31",22316.18
"2005-02-01",22400.77
"2005-02-02",22569.93
"2005-02-03",22499.45
"2005-02-04",22612.23
"2005-02-07",22584.03
"2005-02-08",22485.35
"2005-02-09",22541.74
"2005-02-10",22696.81
"2005-02-11",22753.2
"2005-02-14",22950.56
"2005-02-15",23006.95
"2005-02-16",22851.88
"2005-02-17",22922.37
"2005-02-18",22978.76
"2005-02-22",23035.15
"2005-02-23",22950.56
"2005-02-24",23063.34
"2005-02-25",23260.71
"2005-02-28",23373.49
"2005-03-01",23472.17
"2005-03-02",23373.49
"2005-03-03",23345.29
"2005-03-04",23641.34
"2005-03-07",23627.24
"2005-03-08",23773.71
"2005-03-09",23844.22
"2005-03-10",23914.72
"2005-03-11",24013.42
"2005-03-14",23928.82
"2005-03-15",23872.42
"2005-03-16",23971.12
"2005-03-17",23900.62
"2005-03-18",23957.02
"2005-03-21",23745.51
"2005-03-22",23576.3
"2005-03-23",23280.19
"2005-03-24",23266.09
"2005-03-28",23167.38
"2005-03-29",22941.77
"2005-03-30",22899.47
"2005-03-31",23153.28
"2005-04-01",23153.28
"2005-04-04",23040.48
"2005-04-05",23153.28
"2005-04-06",23195.58
"2005-04-07",23308.39
"2005-04-08",23435.3
"2005-04-11",23505.8
"2005-04-12",23477.6
"2005-04-13",23449.4
"2005-04-14",23096.88
"2005-04-15",22885.37
"2005-04-18",22504.65
"2005-04-19",22885.37
"2005-04-20",22843.07
"2005-04-21",22927.67
"2005-04-22",22998.18
"2005-04-25",23054.58
"2005-04-26",22913.57
"2005-04-27",22800.77
"2005-04-28",22561.06
"2005-04-29",22702.06
"2005-05-02",22716.16
"2005-05-03",22702.06
"2005-05-04",22814.87
"2005-05-05",22843.07
"2005-05-06",22758.46
"2005-05-09",22772.56
"2005-05-10",22730.26
"2005-05-11",22730.26
"2005-05-12",22518.75
"2005-05-13",22335.44
"2005-05-16",22307.24
"2005-05-17",22123.93
"2005-05-18",22307.24
"2005-05-19",22321.34
"2005-05-20",22222.64
"2005-05-23",22405.95
"2005-05-24",22405.95
"2005-05-25",22349.55
"2005-05-26",22321.34
"2005-05-27",22420.05
"2005-05-31",22363.65
"2005-06-01",22377.75
"2005-06-02",22532.85
"2005-06-03",22518.75
"2005-06-06",22673.86
"2005-06-07",22786.67
"2005-06-08",22717.57
"2005-06-09",22760.35
"2005-06-10",22674.79
"2005-06-13",22674.79
"2005-06-14",22660.53
"2005-06-15",22817.4
"2005-06-16",22931.49
"2005-06-17",23245.22
"2005-06-20",23074.09
"2005-06-21",23173.92
"2005-06-22",23131.14
"2005-06-23",23017.05
"2005-06-24",23045.57
"2005-06-27",23002.79
"2005-06-28",23017.05
"2005-06-29",22945.75
"2005-06-30",22888.7
"2005-07-01",22788.88
"2005-07-05",22817.4
"2005-07-06",22774.62
"2005-07-07",22632.01
"2005-07-08",22845.92
"2005-07-11",23116.88
"2005-07-12",23387.83
"2005-07-13",23202.44
"2005-07-14",23145.4
"2005-07-15",23102.62
"2005-07-18",23088.36
"2005-07-19",23088.36
"2005-07-20",23245.22
"2005-07-21",23473.4
"2005-07-22",23387.83
"2005-07-25",23402.09
"2005-07-26",23345.05
"2005-07-27",23658.79
"2005-07-28",23815.66
"2005-07-29",23758.62
"2005-08-01",23986.79
"2005-08-02",24100.88
"2005-08-03",24243.49
"2005-08-04",24172.18
"2005-08-05",23986.79
"2005-08-08",24058.09
"2005-08-09",24286.27
"2005-08-10",24485.92
"2005-08-11",24728.36
"2005-08-12",24671.31
"2005-08-15",24699.83
"2005-08-16",24642.79
"2005-08-17",24514.44
"2005-08-18",24286.27
"2005-08-19",24329.05
"2005-08-22",24585.75
"2005-08-23",24585.75
"2005-08-24",24471.66
"2005-08-25",24514.44
"2005-08-26",24485.92
"2005-08-29",24386.09
"2005-08-30",24343.31
"2005-08-31",24685.57
"2005-09-01",25084.88
"2005-09-02",25170.44
"2005-09-06",25227.49
"2005-09-07",25156.18
"2005-09-08",25019.28
"2005-09-09",25305.38
"2005-09-12",25148.02
"2005-09-13",25062.19
"2005-09-14",25148.02
"2005-09-15",25133.72
"2005-09-16",25233.85
"2005-09-19",25148.02
"2005-09-20",25176.63
"2005-09-21",25305.38
"2005-09-22",25119.41
"2005-09-23",24990.67
"2005-09-26",25205.24
"2005-09-27",25090.8
"2005-09-28",25233.85
"2005-09-29",25391.2
"2005-09-30",25262.46
"2005-10-03",25190.94
"2005-10-04",25162.33
"2005-10-05",24933.45
"2005-10-06",24804.7
"2005-10-07",24776.09
"2005-10-10",24718.87
"2005-10-11",24776.09
"2005-10-12",24790.4
"2005-10-13",24561.52
"2005-10-14",24690.26
"2005-10-17",24475.69
"2005-10-18",24218.2
"2005-10-19",24146.68
"2005-10-20",24160.98
"2005-10-21",23946.41
"2005-10-24",24232.51
"2005-10-25",24432.78
"2005-10-26",24475.69
"2005-10-27",24532.91
"2005-10-28",24447.08
"2005-10-31",24675.96
"2005-11-01",24804.7
"2005-11-02",24962.06
"2005-11-03",24947.75
"2005-11-04",24733.18
"2005-11-07",24804.7
"2005-11-08",24790.4
"2005-11-09",24704.57
"2005-11-10",24633.05
"2005-11-11",24776.09
"2005-11-14",24647.35
"2005-11-15",24518.61
"2005-11-16",24447.08
"2005-11-17",24747.48
"2005-11-18",24833.31
"2005-11-21",24847.62
"2005-11-22",24976.36
"2005-11-23",25105.11
"2005-11-25",24962.06
"2005-11-28",25119.41
"2005-11-29",25119.41
"2005-11-30",25133.72
"2005-12-01",25376.9
"2005-12-02",25519.95
"2005-12-05",25734.52
"2005-12-06",25720.22
"2005-12-07",25663
"2005-12-08",25691.61
"2005-12-09",25834.66
"2005-12-12",26192.28
"2005-12-13",26235.19
"2005-12-14",26392.55
"2005-12-15",26363.94
"2005-12-16",26521.29
"2005-12-19",26421.16
"2005-12-20",26375.92
"2005-12-21",26496.56
"2005-12-22",26647.37
"2005-12-23",26707.69
"2005-12-27",26526.72
"2005-12-28",26632.29
"2005-12-29",26828.33
"2005-12-30",26752.93
"2006-01-03",27371.23
"2006-01-04",27883.97
"2006-01-05",27853.81
"2006-01-06",28200.67
"2006-01-09",28185.58
"2006-01-10",28049.86
"2006-01-11",28230.83
"2006-01-12",28200.67
"2006-01-13",28291.15
"2006-01-17",27944.3
"2006-01-18",27325.99
"2006-01-19",27883.97
"2006-01-20",27733.17
"2006-01-23",27853.81
"2006-01-24",28064.94
"2006-01-25",28200.67
"2006-01-26",28396.71
"2006-01-27",28457.03
"2006-01-30",28562.6
"2006-01-31",28713.4
"2006-02-01",28728.49
"2006-02-02",28698.32
"2006-02-03",28592.76
"2006-02-06",28638
"2006-02-07",28607.84
"2006-02-08",28502.28
"2006-02-09",28592.76
"2006-02-10",28532.44
"2006-02-13",28215.75
"2006-02-14",28366.55
"2006-02-15",28306.23
"2006-02-16",28336.39
"2006-02-17",28200.67
"2006-02-21",28185.58
"2006-02-22",28306.23
"2006-02-23",28577.68
"2006-02-24",28698.32
"2006-02-27",28773.73
"2006-02-28",28773.73
"2006-03-01",28864.21
"2006-03-02",28894.37
"2006-03-03",28743.57
"2006-03-06",28713.4
"2006-03-07",28291.15
"2006-03-08",28110.18
"2006-03-09",28306.23
"2006-03-10",28457.03
"2006-03-13",28803.89
"2006-03-14",29135.66
"2006-03-15",29301.55
"2006-03-16",29497.59
"2006-03-17",29693.64
"2006-03-20",29829.37
"2006-03-21",29588.08
"2006-03-22",29904.77
"2006-03-23",29678.56
"2006-03-24",29844.45
"2006-03-27",29934.93
"2006-03-28",29769.04
"2006-03-29",30010.33
"2006-03-30",30221.46
"2006-03-31",30146.06
"2006-04-03",30296.86
"2006-04-04",30628.64
"2006-04-05",30688.96
"2006-04-06",30734.2
"2006-04-07",30538.15
"2006-04-10",30492.91
"2006-04-11",30342.11
"2006-04-12",30130.98
"2006-04-13",30236.54
"2006-04-17",30281.78
"2006-04-18",30794.52
"2006-04-19",31005.65
"2006-04-20",30839.76
"2006-04-21",31065.97
"2006-04-24",31065.97
"2006-04-25",31096.13
"2006-04-26",31201.7
"2006-04-27",31231.86
"2006-04-28",31397.75
"2006-05-01",31412.83
"2006-05-02",31789.84
"2006-05-03",31744.6
"2006-05-04",31955.73
"2006-05-05",32393.06
"2006-05-08",32483.55
"2006-05-09",32634.35
"2006-05-10",32619.27
"2006-05-11",32438.31
"2006-05-12",32061.29
"2006-05-15",31427.91
"2006-05-16",31262.02
"2006-05-17",30673.88
"2006-05-18",30161.14
"2006-05-19",30221.46
"2006-05-22",29376.95
"2006-05-23",29814.29
"2006-05-24",29407.11
"2006-05-25",29738.88
"2006-05-26",30146.06
"2006-05-30",29904.77
"2006-05-31",29889.69
"2006-06-01",29950.01
"2006-06-02",30327.03
"2006-06-05",29919.85
"2006-06-06",29241.22
"2006-06-07",28894.37
"2006-06-08",27965.41
"2006-06-09",28056.6
"2006-06-12",27965.41
"2006-06-13",27083.89
"2006-06-14",27479.05
"2006-06-15",28208.59
"2006-06-16",28284.58
"2006-06-19",28223.78
"2006-06-20",28269.38
"2006-06-21",28375.77
"2006-06-22",28375.77
"2006-06-23",28238.98
"2006-06-26",28421.37
"2006-06-27",28238.98
"2006-06-28",28254.18
"2006-06-29",28892.52
"2006-06-30",29333.28
"2006-07-03",29606.86
"2006-07-05",29242.09
"2006-07-06",29470.07
"2006-07-07",29500.47
"2006-07-10",29454.87
"2006-07-11",29561.26
"2006-07-12",29074.91
"2006-07-13",28725.34
"2006-07-14",28436.56
"2006-07-17",27935.01
"2006-07-18",27707.03
"2006-07-19",28238.98
"2006-07-20",28223.78
"2006-07-21",28223.78
"2006-07-24",28406.17
"2006-07-25",28421.37
"2006-07-26",28512.56
"2006-07-27",28710.14
"2006-07-28",29074.91
"2006-07-31",29226.89
"2006-08-01",29242.09
"2006-08-02",29394.08
"2006-08-03",29287.69
"2006-08-04",29470.07
"2006-08-07",29181.3
"2006-08-08",29257.29
"2006-08-09",29242.09
"2006-08-10",29242.09
"2006-08-11",29074.91
"2006-08-14",29135.7
"2006-08-15",29515.66
"2006-08-16",29834.84
"2006-08-17",29758.84
"2006-08-18",29865.23
"2006-08-21",29895.63
"2006-08-22",29819.64
"2006-08-23",29804.44
"2006-08-24",29698.05
"2006-08-25",29698.05
"2006-08-28",29698.05
"2006-08-29",29895.63
"2006-08-30",29880.43
"2006-08-31",29971.62
"2006-09-01",30214.8
"2006-09-05",30412.38
"2006-09-06",30078.01
"2006-09-07",29758.84
"2006-09-08",29737.56
"2006-09-11",29508.81
"2006-09-12",29615.56
"2006-09-13",29615.56
"2006-09-14",29737.56
"2006-09-15",29691.81
"2006-09-18",29798.56
"2006-09-19",29737.56
"2006-09-20",29829.06
"2006-09-21",30057.81
"2006-09-22",29935.81
"2006-09-25",30027.31
"2006-09-26",29951.06
"2006-09-27",30149.32
"2006-09-28",30256.07
"2006-09-29",30256.07
"2006-10-02",30484.82
"2006-10-03",30408.57
"2006-10-04",30530.57
"2006-10-05",30728.82
"2006-10-06",30454.32
"2006-10-09",30393.32
"2006-10-10",30423.82
"2006-10-11",30256.07
"2006-10-12",30561.07
"2006-10-13",30622.07
"2006-10-16",30881.32
"2006-10-17",30713.57
"2006-10-18",30805.07
"2006-10-19",31094.82
"2006-10-20",31171.07
"2006-10-23",31140.57
"2006-10-24",31171.07
"2006-10-25",31369.32
"2006-10-26",31628.57
"2006-10-27",31415.07
"2006-10-30",31384.57
"2006-10-31",31582.82
"2006-11-01",31552.32
"2006-11-02",31643.82
"2006-11-03",31537.07
"2006-11-06",31811.57
"2006-11-07",31887.82
"2006-11-08",31842.07
"2006-11-09",31781.07
"2006-11-10",31964.07
"2006-11-13",31750.57
"2006-11-14",32131.82
"2006-11-15",32070.82
"2006-11-16",32009.82
"2006-11-17",31994.57
"2006-11-20",31674.32
"2006-11-21",31887.82
"2006-11-22",32314.82
"2006-11-24",32375.82
"2006-11-27",32208.07
"2006-11-28",32406.32
"2006-11-29",32787.57
"2006-11-30",33107.82
"2006-12-01",33260.32
"2006-12-04",33504.32
"2006-12-05",33565.32
"2006-12-06",33611.07
"2006-12-07",33672.07
"2006-12-08",33580.57
"2006-12-11",33763.57
"2006-12-12",33824.57
"2006-12-13",33839.82
"2006-12-14",33946.57
"2006-12-15",33870.32
"2006-12-18",33826.1
"2006-12-19",33940.54
"2006-12-20",34022.29
"2006-12-21",34022.29
"2006-12-22",34005.94
"2006-12-26",33989.59
"2006-12-27",34251.17
"2006-12-28",34349.27
"2006-12-29",34349.27
"2007-01-03",34447.36
"2007-01-04",34365.62
"2007-01-05",34071.33
"2007-01-08",34153.08
"2007-01-09",34218.47
"2007-01-10",33940.54
"2007-01-11",34022.29
"2007-01-12",34431.01
"2007-01-16",34627.2
"2007-01-17",34692.6
"2007-01-18",34725.29
"2007-01-19",34937.83
"2007-01-22",34937.83
"2007-01-23",35084.97
"2007-01-24",35264.81
"2007-01-25",34888.78
"2007-01-26",34872.43
"2007-01-29",34986.88
"2007-01-30",35117.67
"2007-01-31",35264.81
"2007-02-01",35493.7
"2007-02-02",35542.74
"2007-02-05",35493.7
"2007-02-06",35820.68
"2007-02-07",35869.72
"2007-02-08",35706.23
"2007-02-09",35640.84
"2007-02-12",35510.05
"2007-02-13",35918.77
"2007-02-14",36409.24
"2007-02-15",36670.83
"2007-02-16",36703.52
"2007-02-20",36817.97
"2007-02-21",36850.66
"2007-02-22",36965.11
"2007-02-23",37193.99
"2007-02-26",37259.39
"2007-02-27",36523.68
"2007-02-28",35902.42
"2007-03-01",35608.14
"2007-03-02",35346.56
"2007-03-05",34463.71
"2007-03-06",35395.6
"2007-03-07",35608.14
"2007-03-08",35990.71
"2007-03-09",35990.71
"2007-03-12",36317.75
"2007-03-13",35663.67
"2007-03-14",35516.5
"2007-03-15",35778.13
"2007-03-16",35958
"2007-03-19",36334.1
"2007-03-20",36612.08
"2007-03-21",37347.92
"2007-03-22",37200.75
"2007-03-23",37168.05
"2007-03-26",37413.33
"2007-03-27",37233.46
"2007-03-28",36971.83
"2007-03-29",37249.81
"2007-03-30",37462.38
"2007-04-02",37527.79
"2007-04-03",37707.66
"2007-04-04",37952.94
"2007-04-05",38132.82
"2007-04-09",38116.46
"2007-04-10",38459.86
"2007-04-11",38312.69
"2007-04-12",38574.32
"2007-04-13",38623.38
"2007-04-16",38885.01
"2007-04-17",38786.9
"2007-04-18",38835.95
"2007-04-19",38541.62
"2007-04-20",38885.01
"2007-04-23",38672.43
"2007-04-24",38656.08
"2007-04-25",38966.77
"2007-04-26",38672.43
"2007-04-27",38803.25
"2007-04-30",38574.32
"2007-05-01",38639.73
"2007-05-02",38885.01
"2007-05-03",38835.95
"2007-05-04",39097.58
"2007-05-07",39244.75
"2007-05-08",38966.77
"2007-05-09",38999.47
"2007-05-10",38656.08
"2007-05-11",38966.77
"2007-05-14",38885.01
"2007-05-15",38885.01
"2007-05-16",38901.36
"2007-05-17",38770.54
"2007-05-18",38885.01
"2007-05-21",38819.6
"2007-05-22",38901.36
"2007-05-23",39048.53
"2007-05-24",38672.43
"2007-05-25",38737.84
"2007-05-29",38934.06
"2007-05-30",38950.41
"2007-05-31",39310.16
"2007-06-01",39539.09
"2007-06-04",39669.9
"2007-06-05",39539.09
"2007-06-06",39228.4
"2007-06-07",38459.86
"2007-06-08",38698.59
"2007-06-11",38781.14
"2007-06-12",38384.91
"2007-06-13",38665.58
"2007-06-14",38814.16
"2007-06-15",39243.41
"2007-06-18",39243.41
"2007-06-19",39309.45
"2007-06-20",38946.24
"2007-06-21",39061.81
"2007-06-22",38880.2
"2007-06-25",38682.08
"2007-06-26",38665.58
"2007-06-27",38781.14
"2007-06-28",39012.28
"2007-06-29",39144.35
"2007-07-02",39639.64
"2007-07-03",39837.76
"2007-07-05",39936.82
"2007-07-06",40052.38
"2007-07-09",40250.5
"2007-07-10",40101.91
"2007-07-11",40349.56
"2007-07-12",40745.79
"2007-07-13",40745.79
"2007-07-16",40696.26
"2007-07-17",40597.2
"2007-07-18",40514.65
"2007-07-19",40778.81
"2007-07-20",40613.71
"2007-07-23",40630.22
"2007-07-24",40151.44
"2007-07-25",39936.82
"2007-07-26",38896.71
"2007-07-27",38252.83
"2007-07-30",38946.24
"2007-07-31",39045.3
"2007-08-01",38913.22
"2007-08-02",38781.14
"2007-08-03",38104.25
"2007-08-06",38533.5
"2007-08-07",38302.36
"2007-08-08",38583.03
"2007-08-09",37344.8
"2007-08-10",36899.04
"2007-08-13",37130.18
"2007-08-14",36717.44
"2007-08-15",35941.48
"2007-08-16",35281.1
"2007-08-17",35380.16
"2007-08-20",35479.21
"2007-08-21",35512.23
"2007-08-22",36288.19
"2007-08-23",36552.34
"2007-08-24",37113.67
"2007-08-27",36998.1
"2007-08-28",36288.19
"2007-08-29",36981.59
"2007-08-30",36733.95
"2007-08-31",37443.86
"2007-09-04",37906.13
"2007-09-05",37394.33
"2007-09-06",37443.86
"2007-09-07",37410.84
"2007-09-10",37031.12
"2007-09-11",37511.18
"2007-09-12",37478.08
"2007-09-13",37312.54
"2007-09-14",37014.57
"2007-09-17",36451.73
"2007-09-18",37196.66
"2007-09-19",37444.97
"2007-09-20",37378.75
"2007-09-21",37560.85
"2007-09-24",37577.4
"2007-09-25",37511.18
"2007-09-26",37660.17
"2007-09-27",38107.13
"2007-09-28",38223
"2007-10-01",38587.19
"2007-10-02",38587.19
"2007-10-03",38487.87
"2007-10-04",38587.19
"2007-10-05",39001.04
"2007-10-08",38736.17
"2007-10-09",39083.81
"2007-10-10",39150.02
"2007-10-11",39249.35
"2007-10-12",39348.67
"2007-10-15",39067.25
"2007-10-16",38587.19
"2007-10-17",38818.94
"2007-10-18",38984.48
"2007-10-19",38388.54
"2007-10-22",38057.46
"2007-10-23",38669.96
"2007-10-24",38537.53
"2007-10-25",38620.3
"2007-10-26",39133.47
"2007-10-29",39332.12
"2007-10-30",39100.36
"2007-10-31",39729.41
"2007-11-01",39481.1
"2007-11-02",39332.12
"2007-11-05",38669.96
"2007-11-06",39315.56
"2007-11-07",38885.16
"2007-11-08",38405.1
"2007-11-09",37676.72
"2007-11-12",36865.58
"2007-11-13",37461.52
"2007-11-14",37395.31
"2007-11-15",36815.92
"2007-11-16",36749.7
"2007-11-19",35673.7
"2007-11-20",35938.56
"2007-11-21",35193.64
"2007-11-23",35806.13
"2007-11-26",35408.84
"2007-11-27",35739.92
"2007-11-28",36368.96
"2007-11-29",36253.09
"2007-11-30",36501.4
"2007-12-03",36418.63
"2007-12-04",36021.33
"2007-12-05",36236.53
"2007-12-06",36551.06
"2007-12-07",36633.83
"2007-12-10",36865.58
"2007-12-11",36269.64
"2007-12-12",36700.04
"2007-12-13",36137.21
"2007-12-14",35276.41
"2007-12-17",34316.28
"2007-12-18",34514.92
